,id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,price
40548,3320,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,KKR Mens Take Down Jersey,1804.75
20865,11391,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,United Colors of Benetton Men Black Polo T-shirt,1865.99
4564,51635,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Fossil Women White Dial Chronograph Watch CH2824,1932.9
12555,50025,Women,Apparel,Bottomwear,Leggings,Nude,Winter,2015.0,Casual,Hanes Women Nude ComfortSoft Waistband Cotton Stretch Full Leggings,596.85
34088,11612,Women,Apparel,Topwear,Kurtas,Brown,Summer,2011.0,Ethnic,W Women Solid Brown Kurtas,905.25
624,47361,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,Baggit Women Black Voodoo Gang Handbag,1792.25
18685,48751,Women,Accessories,Jewellery,Bangle,Silver,Summer,2013.0,Casual,Lucera Women Silver Bangle,2049.9
6075,23197,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Highlander Men Blue Check Shirt,565.75
17846,9041,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2011.0,Formal,Buckaroo Men Moles Black Formal Shoes,1599.99
20090,54156,Women,Accessories,Jewellery,Necklace and Chains,Gold,Fall,2012.0,Casual,Femella Golden Necklace,2352.85
22166,28222,Men,Personal Care,Fragrance,Deodorant,Gold,Spring,2017.0,Casual,YARDLEY Men Gold Deo,389.25
16656,5956,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,Highlander Men Blue Check Shirt,2444.5
23520,5835,Women,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,ADIDAS Women's Birds White T-shirt,1843.5
37528,8417,Girls,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,Doodle Girl's Saturday 24Am Yellow Teen Kidswear,1407.75
5757,17507,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Classic Polo Men Stripes Black Polo T-Shirt,2325.0
1675,47109,Boys,Footwear,Shoes,Casual Shoes,White,Fall,2012.0,Casual,Marvel Boys White Shoes,1833.0
39295,13406,Men,Apparel,Topwear,Shirts,Grey,Summer,2011.0,Casual,United Colors of Benetton Men Stripes Grey Shirts,174.9
16606,56318,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Fastrack Women White Dial Watch,132.95
42024,42409,Men,Apparel,Innerwear,Briefs,White,Summer,2016.0,Casual,Basics Men White Trunk Brief,943.85
4419,8377,Men,Accessories,Bags,Backpacks,Navy Blue,Winter,2016.0,Casual,Fastrack Men Navy Blue Backpack,2145.95
11416,24556,Women,Apparel,Topwear,Tshirts,Orange,Fall,2011.0,Casual,Nike Women Orange T-shirt,1050.99
36426,11089,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Scullers Men Blue Check Shirt,445.25
9444,4639,Women,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,ADIDAS Women Adi Weld Low White Green Shoe,1150.49
12341,23583,Women,Personal Care,Fragrance,Deodorant,Pink,Spring,2017.0,Casual,Nike Fragrances Women Trendy Deo,604.9
31895,19869,Men,Footwear,Flip Flops,Flip Flops,Green,Fall,2011.0,Casual,ADIDAS Men Wires Green Flip Flops,1528.95
14321,21817,Men,Accessories,Wallets,Wallets,Brown,Winter,2016.0,Casual,Fossil Men Midway Brown Wallet,2771.85
16596,29215,Women,Accessories,Socks,Socks,White,Summer,2013.0,Sports,Fila Women White Socks,1734.0
454,15379,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Fila Men Lobato Black Casual Shoes,2665.95
13559,57004,Women,Footwear,Shoes,Flats,White,Winter,2012.0,Casual,HM Women White Sandals,2262.85
10259,18374,Men,Apparel,Innerwear,Trunk,White,Summer,2016.0,Casual,Undercolors of Benetton Men Pack of 2 White Boxer Trunks,749.95
11472,3669,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Fila Men's Racing Black Gold Shoe,525.9
34848,8612,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Scullers Men Navy Blue Polo T-Shirts,1515.75
42604,54905,Men,Apparel,Topwear,Tshirts,Brown,Summer,2012.0,Casual,Do u speak green Men Brown T-shirt,2640.85
19444,17058,Women,Accessories,Belts,Belts,Black,Winter,2015.0,Casual,Lino Perros Women Graphic Black Belt,1828.5
43374,2493,Men,Apparel,Topwear,Tshirts,White,Fall,2010.0,Casual,Puma Men's White Polo T-shirt,1317.95
41625,41016,Men,Accessories,Belts,Belts,Brown,Summer,2012.0,Casual,Lee Men Brown Leather Belt,896.85
7360,15497,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Formal,Carlton London Women Casual Black Heels,2423.95
39033,56233,Men,Apparel,Loungewear and Nightwear,Night suits,Grey Melange,Summer,2016.0,Casual,SDL by Sweet Dreams Men Grey & Black Pyjama Set,1197.0
22519,54728,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Vans Men Black Shoes,2346.49
13993,13926,Women,Accessories,Watches,Watches,Navy Blue,Winter,2016.0,Casual,Fastrack Women Narrow Dial Navy Blue Watches,2452.25
839,16733,Men,Footwear,Flip Flops,Flip Flops,Black,Fall,2011.0,Casual,Lotto Men Earth Black Slipper,2878.95
4168,23682,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Red Tape Men Black Casual Shoes,1373.49
39703,25152,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Lino Perros Women Leatherette Black Handbag,1922.49
27132,27078,Women,Footwear,Shoes,Heels,Black,Winter,2015.0,Casual,Catwalk Women Black Heels,933.25
28491,53076,Women,Accessories,Bags,Clutches,Black,Summer,2012.0,Casual,Rocia Women Black Purse,2530.99
26945,35786,Women,Footwear,Shoes,Flats,Blue,Summer,2010.0,Casual,Enroute Women Bluish Grey Shoes,63.25
20768,27839,Men,Accessories,Belts,Belts,Navy Blue,Summer,2013.0,Casual,Bulchee Men Navy Blue Leather Belt,1677.75
14576,12838,Unisex,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Ant Unisex Bebo White Tshirts,1161.99
32824,20373,Women,Apparel,Bottomwear,Track Pants,Pink,Fall,2011.0,Casual,Urban Yoga Women Solid Pink Track Pants,2828.5
39145,9223,Women,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Puma Women Axis White Shoes,2079.25
39168,38041,Men,Accessories,Watches,Watches,Navy Blue,Winter,2016.0,Casual,Q&Q Men Navy Dial Watch DD02J004Y,844.0
38246,56379,Women,Personal Care,Fragrance,Perfume and Body Mist,Green,Spring,2017.0,Casual,DKNY Women Sweet Delicious 50 ml Perfume,2108.85
14703,6914,Men,Footwear,Sandal,Sandals,Black,Summer,2011.0,Casual,Timberland Men City Black Floater,2644.9
11682,19279,Women,Accessories,Watches,Watches,Gold,Winter,2016.0,Casual,Guess Women Autograph Gold Watch,2610.0
3519,14098,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Flying Machine Men Printed Blue Tshirts,2891.5
5395,17011,Women,Footwear,Shoes,Flats,Silver,Winter,2012.0,Casual,Rocia Women Brown Heels,2537.95
261,19578,Women,Apparel,Topwear,Tops,Purple,Summer,2011.0,Casual,United Colors of Benetton Women Solid Purple Top,949.49
195,52486,Women,Apparel,Innerwear,Camisoles,Maroon,Winter,2015.0,Casual,Red Rose Maroon Camisole,2976.85
37788,17111,Women,Accessories,Bags,Clutches,Black,Winter,2015.0,Casual,Lino Perros Women Crystal Black Clutch,2697.95
1276,24054,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Locomotive Men Printed Blue T-shirt,2262.5
18358,38421,Women,Accessories,Belts,Belts,Black,Summer,2012.0,Casual,Baggit Women Black Capture Belt,530.25
22856,56078,Women,Personal Care,Lips,Lip Gloss,Pink,Spring,2017.0,Casual,Colorbar Star Shine Bewitch Lip Gloss 018,2719.5
19026,47945,Women,Accessories,Bags,Handbags,Red,Summer,2012.0,Casual,Murcia Women Red Handbag,1445.75
26238,44114,Men,Personal Care,Fragrance,Fragrance Gift Set,Black,Spring,2017.0,Casual,BOSS Men Fragrance Gift Set,2645.95
11457,18360,Men,Accessories,Socks,Socks,Black,Fall,2010.0,Casual,Fila  Men Crew Black Socks,2958.25
24303,10853,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Wrangler Men Blue Polo Tshirts,631.5
12141,20937,Unisex,Accessories,Bags,Backpacks,Black,Winter,2016.0,Casual,Fastrack Unisex Black Backpack,2232.99
43343,54969,Men,Free Items,Free Gifts,Free Gifts,Black,Spring,2017.0,Casual,Rasasi Men Dynamic Energy Deo,289.9
5762,42537,Women,Apparel,Topwear,Kurtas,Black,Summer,2012.0,Ethnic,Mother Earth Women Black Kurta,557.95
25375,27221,Women,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Doodle Kids Girl Striped Pink Top,931.75
15024,39647,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Lotto Men White Casual Shoe,858.25
44116,50950,Women,Apparel,Bottomwear,Jeans,Blue,Winter,2011.0,Casual,Lee Womens Blue Jeans,749.49
17442,10816,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Wrangler Men Country Eagle Red Shirt,910.49
24291,16398,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Levis Men Green & White Striped Shirt,750.5
13597,31024,Men,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,Arrow New York Men Green Striped Slim Fit Shirt,1704.49
40766,38024,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Q&Q Attractive Women Black Dial Watch,531.75
28645,50607,Men,Apparel,Innerwear,Briefs,Charcoal,Winter,2016.0,Casual,Chromozome Men Charcoal Brief,1899.99
25940,59693,Women,Apparel,Innerwear,Bra,Pink,Summer,2017.0,Casual,Avirate Women Pink Bra,2885.99
40051,30473,Women,Apparel,Innerwear,Bra,Beige,Summer,2014.0,Casual,Lovable Women All Day Long Beige Bra,465.99
7460,6135,Women,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,ADIDAS Women Beat Black T-shirt,2373.85
4413,50941,Men,Apparel,Innerwear,Innerwear Vests,Red,Summer,2016.0,Casual,Parx Men Red Vest,374.5
14597,38905,Girls,Apparel,Bottomwear,Shorts,Pink,Summer,2012.0,Casual,Allen Solly Kids Girls Poplin Pink Shorts,2724.75
15109,20593,Women,Accessories,Wallets,Wallets,Brown,Winter,2015.0,Casual,Baggit Women Humtum Taj Brown Wallet,2933.5
2608,54187,Men,Apparel,Innerwear,Briefs,Charcoal,Summer,2016.0,Casual,Jockey MC Men Grey Pack of 2 Briefs 8003,993.25
3899,15971,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Turtle Check Men Green Shirt,2169.25
21149,55218,Women,Personal Care,Lips,Lip Liner,Black,Spring,2017.0,Casual,Lakme Absolute Forever Silk Expresso Lip Liner 06,1032.99
33053,13169,Women,Footwear,Shoes,Flats,Black,Winter,2015.0,Casual,Skechers Women Double Agent Black Sandals,2059.75
22761,17483,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Fall,2011.0,Casual,Enroute Men Casual Navy Blue Casual Shoe,1104.9
10593,20771,Women,Footwear,Shoes,Flats,Silver,Fall,2011.0,Casual,Carlton London Women Funky Silver Sandals,450.9
18769,4536,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Nike Men's Dunk High White Shoe,2480.25
25453,55291,Women,Personal Care,Lips,Lip Gloss,Pink,Spring,2017.0,Casual,Lakme Absolute Candyshine Plump & Shine Pink Lip Gloss 3 ml,2640.25
41641,18881,Women,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Arrow Woman Lana White Shirt,1887.99
14074,15014,Men,Apparel,Topwear,Jackets,Black,Fall,2011.0,Sports,ADIDAS Men Solid Black Jackets,2766.0
29993,9582,Unisex,Accessories,Bags,Backpacks,Purple,Fall,2011.0,Casual,Puma Unisex Flow Purple Backpacks,328.0
27392,3531,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Myntra Men's Creative Designs Navy Blue T-shirt,654.49
3858,44529,Men,Footwear,Sandal,Sandals,Black,Winter,2010.0,Casual,Coolers Men Black Sandals,1188.85
593,26164,Men,Apparel,Bottomwear,Trousers,Grey,Summer,2012.0,Formal,John Miller Men Striped Grey Trousers,1069.5
23242,51891,Women,Accessories,Wallets,Wallets,Brown,Summer,2016.0,Casual,Nyk Women Brown Wallet,2290.95
29391,39258,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2018.0,Formal,Red Chief Men Black Formal Shoes,2911.49
8617,4630,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2011.0,Casual,ADIDAS Men's Chewang Slides Black Blue Flip Flops,2344.0
13120,4278,Men,Footwear,Sandal,Sandals,Black,Summer,2011.0,Casual,Rockport Men Joquelp Black Sandal,2581.75
14695,32852,Women,Footwear,Shoes,Heels,White,Winter,2012.0,Casual,Grendha Women Ciaudia White Flats,168.0
1388,43536,Women,Apparel,Topwear,Tops,Peach,Summer,2012.0,Casual,French Connection Women Peach Top,1438.49
41756,34442,Women,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Myntra Women Rider Yellow T-shirt,2717.75
9035,18320,Men,Apparel,Topwear,Shirts,Green,Summer,2011.0,Casual,Wills Lifestyle Men Check Green Shirt,2971.49
30910,34149,Girls,Apparel,Bottomwear,Skirts,Blue,Summer,2012.0,Casual,Gini and Jony Girls Washed Blue Skirt,616.75
3555,28808,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Denizen Men Striped Black Shirt,1886.9
15744,17514,Women,Apparel,Topwear,Sweaters,Black,Fall,2011.0,Casual,Jealous 21 Women Solid Black Sweater,726.49
23448,14495,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Fall,2011.0,Casual,Flying Machine Men Casual Navy Blue Casual Shoes,662.95
18144,49019,Women,Accessories,Jewellery,Ring,Silver,Fall,2012.0,Casual,Lucera Women Set of Two Silver Ring,2003.9
21214,50560,Men,Apparel,Innerwear,Briefs,Black,Summer,2016.0,Casual,Chromozome Men Pack of Two Briefs,1694.9
41628,57173,Women,Apparel,Topwear,Tops,Red,Summer,2012.0,Casual,Elle Women Red Top,56.85
42909,24420,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,2012.0,Sports,ADIDAS Men Snova Sequence 4 Blue Sports Shoes,505.99
1291,37685,Unisex,Accessories,Bags,Backpacks,Black,Summer,2012.0,Casual,American Tourister Unisex Black Backpack,2705.95
43390,44591,Men,Accessories,Belts,Belts,Black,Summer,2012.0,Formal,Van Heusen Men Black and Brown Reversible Belt,2740.85
11963,15644,Men,Apparel,Bottomwear,Shorts,Navy Blue,Winter,2014.0,Sports,Nike Men As Df Crckt Navy Blue Shorts,2425.99
873,20063,Women,Accessories,Mufflers,Mufflers,Black,Fall,2011.0,Casual,United Colors Of Benetton Women Black Muffler,2886.9
29870,59723,Women,Apparel,Innerwear,Bra,Blue,Summer,2014.0,Casual,Avirate Blue Bra,632.85
27847,12483,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2011.0,Formal,Clarks Men Leather Brown Formal Shoes,1383.95
33259,46502,Men,Accessories,Watches,Watches,Green,Winter,2016.0,Casual,Timex Men Green Dial Watch,232.49
22457,8720,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Indigo Nation Men Stripes Green Shirts,2460.95
39345,36325,Boys,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Mr.Men Boys Mr. Happy White T-shirt,2250.85
5987,30779,Men,Apparel,Topwear,Kurtas,Rust,Summer,2012.0,Ethnic,Fabindia Men Rust Khadi Kurta,812.85
10557,33154,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Classic Polo Men Printed Blue T-shirt,820.9
12484,9799,Women,Apparel,Topwear,Tops,Magenta,Fall,2011.0,Casual,Scullers For Her Women Scullers Top Magenta Tops,622.95
38083,45131,Men,Accessories,Watches,Watches,Blue,Winter,2016.0,Casual,CASIO ENTICER Men Blue Dial Watch A356,545.99
39701,5242,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Reebok Men's Zigdhoni White Shoe,1140.49
37839,56979,Women,Footwear,Shoes,Flats,Blue,Winter,2012.0,Casual,HM Women Blue Sandals,1165.49
3715,35324,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016.0,Ethnic,Fabindia Women Anusuya Silver Earrings,2875.95
1644,18403,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Skechers Men Tone-Ups Black Shoe,1009.5
5854,22042,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011.0,Ethnic,Vishudh Women Printed Blue Kurta,1755.5
13475,11629,Women,Apparel,Topwear,Kurtas,White,Summer,2011.0,Ethnic,W Women Stripe White Kurtas,72.99
7557,8064,Men,Accessories,Wallets,Wallets,Black,Winter,2016.0,Casual,Fastrack Men Black Wallet,270.9
29688,45375,Women,Footwear,Shoes,Heels,Grey,Summer,2016.0,Casual,Cobblerz Women Grey Sandals,527.49
44169,18287,Women,Apparel,Topwear,Kurtas,Multi,Fall,2011.0,Ethnic,Aneri Women Avani Multi Kurta,2043.5
34179,40612,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,Span Women Green Kurta,1165.5
22039,46050,Women,Accessories,Jewellery,Earrings,Gold,Winter,2016.0,Casual,Estelle Gold Earrings,2204.49
33178,24176,Women,Apparel,Topwear,Kurtis,Green,Fall,2011.0,Ethnic,Aurelia Women Green Kurti,1017.5
729,7169,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Scullers Men Scul Navy Blue Shirt,1324.25
40719,48195,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,United Colors of Benetton Men Black Sunglasses,1956.9
44132,17499,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Classic Polo Men Stripes Blue Polo T-Shirt,1798.9
5245,31715,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016.0,Ethnic,Fabindia Women Anusuya Silver Earrings,2643.9
23933,24066,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Locomotive Men Checked Blue Shirt,2969.99
3861,59898,Women,Apparel,Topwear,Tops,Black,Fall,2012.0,Casual,Femella Women Black Top,789.99
13732,52582,Women,Accessories,Bags,Clutches,Off White,Summer,2012.0,Casual,Mod'acc Women Off White Clutch,23.9
11839,9701,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2015.0,Formal,Hush Puppies Men Falcon Black Formal Shoes,58.49
27513,14853,Women,Accessories,Wallets,Wallets,Maroon,Summer,2011.0,Casual,United Colors of Benetton Women Solid Maroon Wallets,2089.95
40922,40757,Women,Footwear,Flip Flops,Flip Flops,Multi,Winter,2012.0,Casual,Roxy Women Multi Coloured Flip Flops,604.0
35562,56940,Women,Footwear,Shoes,Heels,Brown,Winter,2012.0,Casual,HM Women Brown Flats,2947.5
15603,31228,Women,Apparel,Bottomwear,Capris,Black,Fall,2013.0,Sports,Puma Women Black Basic Capris,1815.75
9062,48206,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,United Colors of Benetton Men Black Sunglasses,1870.95
43997,6002,Men,Apparel,Topwear,Shirts,Grey,Summer,2011.0,Casual,Highlander Men Grey Blue Black Checked Shirt,1686.25
40969,56858,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2012.0,Casual,United Colors of Benetton Men Black Flip Flops,49.99
13630,19824,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,U.S. Polo Assn. Men Check Navy Blue Shirt,758.95
12728,2940,Women,Apparel,Topwear,Tops,Maroon,Fall,2010.0,Casual,DUSG Women Peacock Ladies Organic Cotton Top,475.9
38543,7451,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Proline Men White Polo T-shirt,1302.5
25790,28099,Men,Apparel,Innerwear,Briefs,White,Summer,2016.0,Casual,Jockey MC Men White Y Front Briefs 8003,2893.25
28354,15800,Men,Apparel,Innerwear,Briefs,Khaki,Summer,2016.0,Casual,Facit Men Mid- Rise BF Khaki Briefs,2670.0
42064,6432,Men,Footwear,Shoes,Casual Shoes,Red,Summer,2011.0,Casual,Lotto Men's Canvas Red White Shoe,2612.49
29838,34918,Women,Apparel,Topwear,Dupatta,Brown,Summer,2012.0,Ethnic,Fabindia Brown Dupatta,9.75
37071,29216,Women,Accessories,Socks,Socks,White,Fall,2014.0,Sports,Fila Women White Socks,2179.0
7568,20119,Women,Apparel,Topwear,Tops,Blue,Fall,2011.0,Casual,Wrangler Women Lace Blue Top,1622.9
24567,52023,Men,Apparel,Topwear,Jackets,Black,Summer,2012.0,Travel,Just Natural Unisex Black Photographers Jacket,743.9
20086,33296,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Casual,Arrow Sport Men Check Navy Blue Slim Fit Shirt,1940.25
10474,11694,Men,Apparel,Topwear,Shirts,Brown,Fall,2011.0,Casual,Lee Men Brown Check Shirt,73.9
44368,23667,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Spykar Men Navy Blue Check Shirt,1487.49
27110,24299,Unisex,Footwear,Shoes,Casual Shoes,Grey,Summer,2013.0,Casual,Converse Unisex Grey CT Oxford Ox Casual Shoes,1975.85
11364,34192,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Proline Men Striped Red & Blue Polo T-shirt,2393.25
43911,4331,Unisex,Apparel,Topwear,Tshirts,Orange,Summer,2011.0,Casual,Tantra Kid's Unisex Naughty Crime Orange Kidswear,236.0
6193,34782,Women,Accessories,Bags,Handbags,White,Summer,2015.0,Casual,Be For Bag Women Pack of 3 Bags,2444.5
24072,14855,Women,Accessories,Wallets,Wallets,Maroon,Summer,2011.0,Casual,United Colors of Benetton Women Solid Maroon Wallets,777.0
21936,25192,Women,Accessories,Bags,Handbags,Beige,Winter,2015.0,Casual,Lino Perros Women Classic Beige Handbag,2327.99
32571,7284,Men,Apparel,Topwear,Tshirts,White,Spring,2013.0,Casual,Nirvana Men's Live White Melange T-shirt,2793.9
6847,24383,Women,Apparel,Topwear,Kurtas,Turquoise Blue,Fall,2011.0,Ethnic,Folklore Women Turquoise Blue Printed Kurta,1811.95
30446,8468,Women,Apparel,Topwear,Tunics,Black,Fall,2011.0,Casual,Scullers For Her Women Layered Black Tunics,346.9
40292,12982,Women,Footwear,Flip Flops,Flip Flops,Black,Fall,2011.0,Casual,ADIDAS Women Calo 3  Black Flip Flops,1014.95
28244,21494,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Kiara Women Steel Strap Black Handbag,858.95
9880,32427,Men,Apparel,Bottomwear,Shorts,Black,Summer,2010.0,Casual,ADIDAS Men Black 3/4 Length Pants,2173.0
7132,52501,Women,Apparel,Loungewear and Nightwear,Baby Dolls,Red,Winter,2015.0,Casual,Red Rose Red Nightdress,2399.95
15239,13745,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Belmonte Men Solid Blue Shirts,1268.85
399,41439,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2012.0,Sports,Lee Cooper Men Black Sports Shoes,29.85
14238,46115,Men,Footwear,Shoes,Casual Shoes,Olive,Summer,2012.0,Casual,ADIDAS Men Olive Court Evo Shoes,165.25
21861,4966,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Gini and Jony Boy's Kalkin White Brown Infant Kidswear,2353.49
21990,56494,Women,Personal Care,Nails,Nail Polish,Pink,Spring,2017.0,,Streetwear Quick Dry Violet Dreams Nail Polish 12,405.99
23018,31183,Men,Accessories,Accessories,Accessory Gift Set,Brown,Summer,2012.0,Casual,Cabarelli Men Accessory Gift Set,1607.49
2799,3399,Women,Accessories,Bags,Handbags,Yellow,Winter,2015.0,Casual,Murcia Women Yellow Handbag,1236.85
23311,8729,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Indigo Nation Men Checks Blue Shirt,1431.95
12639,6725,Unisex,Footwear,Shoes,Casual Shoes,Grey,Summer,2011.0,Casual,Puma Unisex Scrunch Grey Shoe,668.99
